No.;k=2;k=3;k=4;k=5;k=6;k=7;k=8;k=9;k=10;k=11;k=12;k=13;k=14
78;0.44636309610408315;0.37991787207213257;0.20977478922462936;0.22654538443331446;0.218237705314677;0.24527809511708312;0.16705367896443835;0.16705367896443835;0.19044738127942315;-0.01977657215577738;-0.01977657215577738;-0.01977657215577738;-0.01977657215577738
81;0.34043012728197863;0.29035924263868923;0.16164880271955173;0.1245357008820031;0.15892620724537754;0.19441082116074784;0.1293706268952563;0.1293706268952563;0.16708333781445225;0.35771877748303793;0.35771877748303793;0.35771877748303793;0.35771877748303793
83;0.3883936404969741;0.35471519258487383;0.06239315186972889;0.10004042891308026;0.2504024951458856;0.30896732461443277;0.1950737125573436;0.1950737125573436;0.28776451403263253;0.25360643407278055;0.25360643407278055;0.25360643407278055;0.25360643407278055
85;0.20743385435155898;0.028172661318471005;0.12047440904329607;0.11190168028386938;0.06830826297830798;0.07786216481022695;0.12902833249786977;0.12902833249786977;0.0;0.11029876060886455;0.14508439837666642;0.0;0.0
86;0.33166475335881795;0.3147039808788193;0.02531239709113652;-0.014050875696383674;0.17024823753770257;0.1672213970476808;0.1613772566636469;0.1613772566636469;0.1672213970476808;0.04757170812438504;0.04757170812438504;0.04757170812438504;0.04757170812438504
93;0.38895271495270906;0.3048403400760581;0.19399207209166625;0.20517382304208978;0.1216639339951192;0.16214078512260183;0.10144956401434879;0.10144956401434879;0.11994281441938622;0.13290989258627559;0.13290989258627559;0.13290989258627559;0.13290989258627559
96;0.42327453248249686;0.3754927403624293;0.14698630495756132;0.14940783409963876;0.26692593413246785;0.28027334237911483;0.20527902527146613;0.20527902527146613;0.2369039406755166;-0.043053498170345386;-0.043053498170345386;-0.043053498170345386;-0.043053498170345386
101;0.4380068457502078;0.3791766461514153;0.12637211279611316;0.11808173247828818;0.21229162562629317;0.1843826019053797;0.12040655210218518;0.12040655210218518;0.13098541180766213;0.13728246288122403;0.13728246288122403;0.13728246288122403;0.13728246288122403
102;0.31218960065544504;0.22884558335353827;0.08202336221701284;0.15041910820488166;0.11088198761307728;0.10310194493422001;0.10906055857899308;0.13076028220020447;0.12325831836600033;0.09106572957290596;0.16438108291436518;0.16438108291436518;0.16438108291436518
105;0.3825369367783451;0.3319895532907271;0.07070711045457113;0.0871220228324765;0.17685270969044892;0.1603366023142311;0.12029256376888829;0.12029256376888829;0.12328710544357213;0.13331354856418628;0.13331354856418628;0.13331354856418628;0.13331354856418628
111;0.4448591984304722;0.38233413992313775;0.2404813145626004;0.23546223998289426;0.03125082788653503;0.00815821397965021;0.07688081458683535;0.07688081458683535;0.12797714438767466;-0.13288441266367465;-0.13288441266367465;-0.13288441266367465;-0.13288441266367465
112;0.4450872958600632;0.3609500507063317;0.2555575461732246;0.27209922370584805;0.09463269218602356;0.010034404237733387;-0.027466281287283942;-0.027466281287283942;-0.09064705893210746;-0.03333325282273779;-0.03333325282273779;-0.03333325282273779;-0.03333325282273779
113;0.353786509067423;0.22309818226871808;0.21255799572034798;0.20615476775825325;0.13166882164352905;-0.1272178892776822;0.1424068520956055;0.1424068520956055;-0.0742534569236107;-0.14609666156359796;-0.14950398600068068;-0.08775271044882775;-0.08775271044882775
116;0.24831461994817863;0.19387976389184172;0.01105194251421864;0.033182172500870806;0.09088360669445017;0.008340434650355538;0.08828104915392623;0.08828104915392623;0.009283605282642405;0.07972035868382059;0.09810742596674764;0.03959962020654948;0.03959962020654948
119;0.06541716718799265;0.1458084987150605;0.07898759647920212;0.0823575725041015;0.0006142434820770224;0.05363307984892477;0.08150839972159497;-0.0447103006823862;-0.004508778104019254;0.011725828248686386;0.030484885132645554;0.044349333538236876;0.044349333538236876
120;0.2837293733209289;0.22439691380038249;0.09627999776920293;0.10278381437080891;0.09813563807733869;-0.0016897332140708614;0.08547171578614683;0.08547171578614683;0.010810673809061354;0.10389389358421175;0.10389389358421175;0.10389389358421175;0.10389389358421175
121;0.2889690166403684;0.2046084903556369;0.12503546159704862;0.124575916167485;0.06506882654094792;0.034159290072934154;0.05212121372232411;0.05212121372232411;0.03640518116493939;0.09869980352407125;0.09869980352407125;0.09869980352407125;0.09869980352407125
122;0.2060875803866569;0.14503832891217516;0.054795806105373435;-0.03329983201023104;0.01864099952334809;0.013742554091215251;0.02275736036814177;0.02275736036814177;0.02601246118324047;0.024216993257838125;0.04014338486736061;0.07477832308011795;0.0740954717267176
123;0.19154392959741143;0.13238077954017477;0.13238077954017477;0.13238077954017477;0.13238077954017477;0.12443034994307184;0.12393516320478071;0.047302866395484956;0.03761901449898781;0.17730947703881902;0.17730947703881902;0.17730947703881902;0.17730947703881902
142;0.11676619828132775;0.33712941972289695;0.32331205820229175;0.32288216563997907;0.26504780414767254;0.16268590549748563;0.12389873628563898;0.12720873398782315;0.2207502610885136;0.09467648373557933;0.09467648373557933;0.09467648373557933;0.09467648373557933
143;0.23457587405086214;0.05471689389672029;0.10369733831707703;0.11563930581871289;0.03618176098710681;0.16782305475911188;0.1071426293192898;0.08356184546684306;0.14658677932553896;0.11478466667163137;0.12128464305559657;0.16415857384298913;0.16415857384298913
154;0.2590979382819303;0.22974480143845488;0.2453157758177515;0.3824801316781826;0.4008423349223492;0.46328640346018185;0.3535375468826545;0.3961528178683032;0.4231874866075485;0.46328640346018185;0.5428779162351;0.5428779162351;0.5396382912734873
155;0.28607309266370784;0.25509285380019514;0.23368743891469665;0.3596262909074325;0.380481776320607;0.43001091658117085;0.3289334200323149;0.3726661634263438;0.40135881035040094;0.43001091658117085;0.4966993699559098;0.4966993699559098;0.4917356460285188
156;0.08818401705166391;0.01781367183884257;0.15867012680343223;0.3033435596126976;0.3169589690786325;0.34022473065525083;0.2559647532676079;0.26448140293947775;0.31131788457981097;0.3221258711540116;0.3163127414822745;0.3163127414822745;0.3163127414822745
157;0.27903693940218255;0.2376774525366032;0.22721261829063433;0.3345761666681623;0.35427827548914365;0.41034541148921794;0.30075068695447355;0.34627547551533217;0.37789873953398023;0.41034541148921794;0.5112417030911104;0.5112417030911104;0.4863966599338657
158;0.23265350228368165;0.2401591789987808;0.25573767955797383;0.23308669222088213;0.2568151249435001;0.3214713142939905;0.21016417275826282;0.24753601550356855;0.26937393388437214;0.3214713142939905;0.4049168765123476;0.4049168765123476;0.38713024490528364
160;0.21643710666605773;0.18695183102947444;0.23868825438073227;0.2874923915701903;0.25295751290566043;0.2791791940327052;0.3055903151397157;0.3055903151397157;0.28213298549718374;0.2791791940327052;0.2583090517961536;0.2583090517961536;0.3055903151397157
161;0.25570062337206917;0.25205249119124784;0.12935549793363604;0.24786332328180963;0.15892326734949902;0.17546762648708383;0.330621048894567;0.330621048894567;0.17546762648708383;0.18762903539284098;0.18762903539284098;0.18762903539284098;0.330621048894567
162;0.2689652263833597;0.4741257988887432;0.44989286950727375;0.3865429889306676;0.39973139869347063;0.3865429889306676;0.3800268667986537;0.3800268667986537;0.4892658309202261;0.3865429889306676;0.3865429889306676;0.3865429889306676;0.3800268667986537
163;0.2792016688043246;0.27899998302020124;0.06602416690918671;0.22351869482073233;0.13159600468385815;0.13559867126087843;0.2955898055823162;0.2955898055823162;0.13559867126087843;0.16010940779361862;0.16010940779361862;0.16010940779361862;0.2955898055823162
166;0.3148512725179303;0.5537882842290531;0.5404908404731704;0.49563770965064163;0.5063915373488805;0.49563770965064163;0.47203041434292786;0.47203041434292786;0.6033120322940068;0.49563770965064163;0.49563770965064163;0.49563770965064163;0.47203041434292786
167;0.2466604227125725;0.26025403849160406;0.21742794484564762;0.3001731172485074;0.25447941132908497;0.2947909611355844;0.1677204601684258;0.1677204601684258;0.28988571572933897;0.2947909611355844;0.2619929568521856;0.2619929568521856;0.1677204601684258
168;0.3280828734754266;0.5261855173347846;0.5261855173347846;0.49360522692175374;0.5037352404776122;0.49360522692175374;0.46742614379641867;0.46742614379641867;0.5907194581811213;0.46659917626721564;0.46659917626721564;0.46659917626721564;0.46659917626721564
169;0.22306136959965275;0.2275652529241479;0.15924845431635248;0.27314907488409507;0.22944118136301245;0.2585694573578089;0.12657516829417018;0.12657516829417018;0.2585694573578089;0.24650715096867287;0.24650715096867287;0.24650715096867287;0.12657516829417018
170;0.14337867818104572;0.12229600047928774;0.23565113890730466;0.05045319614411357;0.02184659531399985;0.018194170647741835;0.13723124536198986;0.13496014189327551;0.04795366306720175;0.018194170647741835;-0.03539762329730391;-0.03539762329730391;0.058045978292394204
171;-0.02486242575369512;-0.008831026922859206;0.10764880935673511;0.2493924080393465;0.2169740995647129;0.2493924080393465;0.31321631695247315;0.31321631695247315;0.20419517522224417;0.20602273529977116;0.20602273529977116;0.20602273529977116;0.31321631695247315
172;0.349684531453044;0.5054625848089067;0.5054625848089067;0.5054625848089067;0.5054625848089067;0.5020891773221337;0.4809972129255539;0.4809972129255539;0.4640354769770634;0.4453403679076711;0.4453403679076711;0.4453403679076711;0.4453403679076711
173;0.16619863963887677;0.196837066021536;0.2026092171827231;0.26128802125197553;0.22044913018123208;0.25958535266731614;0.27121652846896055;0.27121652846896055;0.25421565882503144;0.25958535266731614;0.2386822649571527;0.2386822649571527;0.27121652846896055
174;0.3054961484876662;0.45885142790237465;0.45885142790237465;0.4438385660925044;0.4528712035575584;0.4438385660925044;0.40361352608299655;0.40361352608299655;0.30253737725177626;0.39764236908428163;0.39764236908428163;0.39764236908428163;0.39764236908428163
179;0.24479321463085332;0.2918712343163953;0.2918712343163953;0.2918712343163953;0.2918712343163953;0.28855553331983763;0.27912195752445923;0.27912195752445923;0.0;0.22405211847602366;0.22405211847602366;0.22405211847602366;0.22405211847602366
184;0.23694208918376647;0.09881513491028888;0.18947869115863564;0.19003959089112316;0.10624926127487024;0.10520403904228365;0.04645390687593947;0.04645390687593947;-0.043058222049103985;0.06030473016932072;0.08816898420083098;-0.006597643278458197;-0.006597643278458197
187;0.2543334948970661;0.4840496376027548;0.45593031186051836;0.3983603612262558;0.4077561966792801;0.3983603612262558;0.3829748082546965;0.3829748082546965;0.4476456055116156;0.3983603612262558;0.3983603612262558;0.3983603612262558;0.3829748082546965
